effectsizeID,study,author,year,study_id,comparison_id,comparison,drug_class,duration,potency,outcome,test_direction,cog_domain_lezak,data_format,g,st_err,quality
433,Seidel 99_2761,Seidel,1999,34,16,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WISC-III: Vocabulary,Positive,Language,Paired,-0.167755884,0.291545774,5
434,Seidel 99_2761,Seidel,1999,34,17,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WRAML: Design Memory,Positive,Memory,Paired,9.50E-02,0.289901787,5
435,Seidel 99_2761,Seidel,1999,34,18,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WRAML: Picture Memory,Positive,Memory,Paired,0.441616318,0.305521006,5
436,Seidel 99_2761,Seidel,1999,34,19,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WRAML: Story Memory,Negative,Memory,Paired,1.382269543,0.423231959,5
437,Seidel 99_2761,Seidel,1999,34,20,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WRAML: Verbal Learning,Negative,Memory,Paired,6.28E-02,0.289462889,5
438,Seidel 99_2761,Seidel,1999,34,21,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WRAML: Visual Learning,Negative,Memory,Paired,3.77E-02,0.289245699,5
439,Sommer 05_2991,Sommer,2005,35,1,Oxybutynin v Control,Urological,Current + acute,High,Cognitive composite score (see paper): Attention + Speed of Processing (Digit symbol),Positive,Attention,Independent,0.216176409,0.395971512,2
440,Sommer 05_2991,Sommer,2005,35,2,Oxybutynin v Control,Urological,Current + acute,High,Cognitive composite score (see paper): Delayed Recall (Buschke style word list),Positive,Memory,Independent,-0.567290398,0.402858736,2
441,Sommer 05_2991,Sommer,2005,35,3,Oxybutynin v Control,Urological,Current + acute,High,Cognitive composite score (see paper): Immediate Memory (Buschke style word list),Positive,Attention,Independent,-0.45364339,0.399968298,2
442,Sommer 05_2991,Sommer,2005,35,4,Oxybutynin v Control,Urological,Current + acute,High,Cognitive composite score (see paper): Learning (Buschke style word list),Positive,Memory,Independent,-0.346176169,0.397813464,2
443,Sommer 05_2991,Sommer,2005,35,5,Oxybutynin v Control,Urological,Current + acute,High,Cognitive composite score (see paper): Working Memory (digit span forward and backward),Positive,Attention,Independent,0,0.394789556,2
444,Stevenson 02_2802,Stevenson,2002,36,3,Cetirizine vs Placebo,Respiratory,Current + long-term,Low,MSCA: General Cognitive Index (GCI),Positive,Not Subdomain,Independent,-2.08E-02,0.155217583,7
445,Tonnby 94_3153,Tonnby,1994,37,1,Carbamazepine v Withdrawal,Antiepileptic,Current + long-term,Low,Computerized Visual Searching Task (CVST),Negative,Attention,Paired,-0.394722817,0.189534678,3
446,Tonnby 94_3153,Tonnby,1994,37,2,Carbamazepine v Withdrawal,Antiepileptic,Current + long-term,Low,Finger Tapping (FTT),Positive,Psychomotor Functioning,Paired,-0.310421882,0.188833306,3
447,Tonnby 94_3153,Tonnby,1994,37,3,Carbamazepine v Withdrawal,Antiepileptic,Current + long-term,Low,Recognition of Words Serial (RWSE),Positive,Memory,Paired,-0.416878161,0.189746325,3
448,Tonnby 94_3153,Tonnby,1994,37,4,Carbamazepine v Withdrawal,Antiepileptic,Current + long-term,Low,Recognition of Words Simultaneous (RWSI),Positive,Memory,Paired,-0.201357425,0.188172354,3
449,Troost 06_5174,Troost,2006,38,1,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Divided Attention: RTCRL1,Negative,Attention,Paired,0.571939626,0.37483049,3
450,Troost 06_5174,Troost,2006,38,2,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Divided Attention: RTCRL1,Negative,Attention,Paired,0.096725598,0.347575108,3
451,Troost 06_5174,Troost,2006,38,3,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Divided Attention: RTCRL1,Negative,Attention,Paired,0.252907636,0.357565458,3
452,Troost 06_5174,Troost,2006,38,4,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Divided Attention: RTCRL2,Negative,Attention,Paired,0.754333887,0.380549107,3
453,Troost 06_5174,Troost,2006,38,5,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Divided Attention: RTCRL2,Negative,Attention,Paired,0.553944061,0.354198905,3
454,Troost 06_5174,Troost,2006,38,6,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Divided Attention: RTCRL2,Negative,Attention,Paired,0.438522506,0.360544105,3
455,Troost 06_5174,Troost,2006,38,7,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Divided Attention: RTHL1,Negative,Attention,Paired,0.420290356,0.371228926,3
456,Troost 06_5174,Troost,2006,38,8,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Divided Attention: RTHL1,Negative,Attention,Paired,9.54E-02,0.347569243,3
457,Troost 06_5174,Troost,2006,38,9,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Divided Attention: RTHL1,Negative,Attention,Paired,0.261849579,0.357672716,3
458,Troost 06_5174,Troost,2006,38,10,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Divided Attention: RTHL2,Negative,Attention,Paired,0.598681636,0.375575439,3
459,Troost 06_5174,Troost,2006,38,11,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Divided Attention: RTHL2,Negative,Attention,Paired,0.759868953,0.360116868,3
460,Troost 06_5174,Troost,2006,38,12,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Divided Attention: RTHL2,Negative,Attention,Paired,0.856263672,0.37283617,3
461,Troost 06_5174,Troost,2006,38,13,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Focused Attention: RTIT,Negative,Attention,Paired,0.842512538,0.371556156,3
462,Troost 06_5174,Troost,2006,38,14,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Focused Attention: RTIT,Negative,Attention,Paired,1.373750544,0.397085251,3
463,Troost 06_5174,Troost,2006,38,15,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Focused Attention: RTIT,Negative,Attention,Paired,1.155260914,0.37952825,3
464,Troost 06_5174,Troost,2006,38,16,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Focused Attention: RTRNT,Negative,Attention,Paired,0.864456718,0.372395325,3
465,Troost 06_5174,Troost,2006,38,17,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Focused Attention: RTRNT,Negative,Attention,Paired,0.900590256,0.373819789,3
466,Troost 06_5174,Troost,2006,38,18,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Focused Attention: RTRNT,Negative,Attention,Paired,1.194227636,0.381468656,3
467,Troost 06_5174,Troost,2006,38,19,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Focused Attention: RTRT,Negative,Attention,Paired,0.671121419,0.365691473,3
468,Troost 06_5174,Troost,2006,38,20,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Focused Attention: RTRT,Negative,Attention,Paired,0.801742626,0.370049602,3
469,Troost 06_5174,Troost,2006,38,21,Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Focused Attention: RTRT,Negative,Attention,Paired,0.975923309,0.371318128,3
470,Tzitiridou 05_5054,Tzitiridou,2005,39,1,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,WISC-III: FSIQ,Positive,Intelligence,Paired,0.283967682,0.120630466,4
471,Tzitiridou 05_5054,Tzitiridou,2005,39,2,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Information,Positive,Language,Paired,0.244956007,0.120018008,4
472,Tzitiridou 05_5054,Tzitiridou,2005,39,3,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Similarities,Positive,Concept Formation & Reasoning,Paired,7.87E-02,0.16817628,4
473,Tzitiridou 05_5054,Tzitiridou,2005,39,4,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Arithmetic,Positive,Concept Formation & Reasoning,Paired,-0.171541229,0.168422823,4
474,Tzitiridou 05_5054,Tzitiridou,2005,39,5,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Vocabulary,Positive,Language,Paired,-6.80E-02,0.1681597,4
475,Tzitiridou 05_5054,Tzitiridou,2005,39,6,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Comprehension,Positive,Concept Formation & Reasoning,Paired,-1.68E-02,0.168113542,4
476,Tzitiridou 05_5054,Tzitiridou,2005,39,7,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Picture Completion,Positive,Concept Formation & Reasoning,Paired,0.241375281,0.119966176,4
477,Tzitiridou 05_5054,Tzitiridou,2005,39,8,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Coding,Positive,Attention,Paired,-5.29E-02,0.168140287,4
478,Tzitiridou 05_5054,Tzitiridou,2005,39,9,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Block Design,Positive,Psychomotor Functioning,Paired,0.140855919,0.168321156,4
479,Tzitiridou 05_5054,Tzitiridou,2005,39,10,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Picture Arrangement,Positive,Concept Formation & Reasoning,Paired,0.258754982,0.120224664,4
480,Tzitiridou 05_5054,Tzitiridou,2005,39,11,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,Object Assembly,Positive,Psychomotor Functioning,Paired,0.392219763,0.169736762,4
481,Werry 75_3482,Werry,1975,40,1,Imipramine v Placebo,Antidepressant,Current + acute,High,CPT: Commissions,Negative,Attention,Paired,0.075575209,0.210254779,6
482,Werry 75_3482,Werry,1975,40,2,Imipramine v Placebo,Antidepressant,Current + acute,High,CPT: Omissions,Negative,Attention,Paired,0.104965567,0.210555003,6
483,Werry 75_3482,Werry,1975,40,3,Imipramine v Placebo,Antidepressant,Current + acute,High,CPT: Speed,Negative,Attention,Paired,-0.050383472,0.210075038,6
484,Werry 75_3482,Werry,1975,40,4,Imipramine v Placebo,Antidepressant,Current + acute,High,STM: Accuracy,Positive,Attention,Paired,-0.251917362,0.213499625,6
485,Werry 75_3482,Werry,1975,40,5,Imipramine v Placebo,Antidepressant,Current + acute,High,STM: Speed,Negative,Attention,Paired,-0.293903589,0.214773676,6
486,Wilson 84_2126,Wilson,1984,41,1,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,Attention Tests Color High Distractability: Time,Negative,Attention,Paired,0.271772745,0.11642993,2
487,Wilson 84_2126,Wilson,1984,41,2,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,Attention Tests Color Naming/Low Distractability: Errors,Negative,Attention,Paired,0.271772745,0.11642993,2
488,Wilson 84_2126,Wilson,1984,41,3,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,Attention Tests Color Naming/Low Distractability: Time,Negative,Attention,Paired,0.860604595,0.134168281,2
489,Wilson 84_2126,Wilson,1984,41,4,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,Attention Tests Object Naming: Errors,Negative,Attention,Paired,0.252906831,0.116146193,2
490,Wilson 84_2126,Wilson,1984,41,5,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,Beery-Buktenica VMI (age ratio),Positive,Psychomotor Functioning,Paired,0.227739317,0.115798505,2
491,Wilson 84_2126,Wilson,1984,41,6,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,Goodenough-Harris Draw-a-Person,Positive,Psychomotor Functioning,Paired,0.271772745,0.11642993,2
492,Wilson 84_2126,Wilson,1984,41,7,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,Halstead Categories Test (Error Ratio),Negative,Concept Formation & Reasoning,Paired,0.302188089,0.116928654,2
493,Wilson 84_2126,Wilson,1984,41,8,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,Illinois Test of Psycholinguistic Abilities (ITPA): Visual Reception,Positive,Language,Paired,0.271772745,0.11642993,2
494,Wilson 84_2126,Wilson,1984,41,9,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,ITPA: Auditory Association,Positive,Language,Paired,0.271772745,0.11642993,2
495,Wilson 84_2126,Wilson,1984,41,10,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,MFF: Errors,Negative,Executive Function,Paired,0.227739317,0.115798505,2
496,Wilson 84_2126,Wilson,1984,41,11,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,TMT: Trail Making B,Negative,Attention,Paired,0.860604595,0.134168281,2
497,Wilson 84_2126,Wilson,1984,41,12,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,WISC-R: Block Design,Positive,Psychomotor Functioning,Paired,0.860604595,0.134168281,2
498,Wilson 84_2126,Wilson,1984,41,13,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,WISC-R: FSIQ,Positive,Intelligence,Paired,0.860604595,0.134168281,2
499,Wilson 84_2126,Wilson,1984,41,14,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,WISC-R: Picture Arrangement,Positive,Concept Formation & Reasoning,Paired,0.860604595,0.134168281,2
500,Wilson 84_2126,Wilson,1984,41,15,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,WISC-R: Picture Completion,Positive,Concept Formation & Reasoning,Paired,0.271772745,0.11642993,2
501,Wilson 84_2126,Wilson,1984,41,16,Amitriptyline/Imipramine v Baseline,Antidepressant,Current + long-term,High,WISC-R: Similarities,Positive,Concept Formation & Reasoning,Paired,0.271772745,0.11642993,2
502,Yepes 77_2099,Yepes,1977,42,1,Amitriptyline v Placebo,Antidepressant,Current + acute,High,CPT: Absolute,Positive,Attention,Paired,0.607261892,0.229893993,5
503,Yepes 77_2099,Yepes,1977,42,2,Amitriptyline v Placebo,Antidepressant,Current + acute,High,CPT: Commissions (errors),Negative,Attention,Paired,0.449591785,0.306731889,5
504,Yepes 77_2099,Yepes,1977,42,3,Amitriptyline v Placebo,Antidepressant,Current + acute,High,CPT: Omissions (errors),Negative,Attention,Paired,0.607261892,0.229893993,5
505,Yepes 77_2099,Yepes,1977,42,4,Amitriptyline v Placebo,Antidepressant,Current + acute,High,CPT: Relative,Positive,Attention,Paired,0.526530724,0.308185855,5
506,Yepes 77_2099,Yepes,1977,42,5,Amitriptyline v Placebo,Antidepressant,Current + acute,High,MFFT: Errors,Negative,Executive Function,Paired,3.30E-02,0.344665002,5
507,Yepes 77_2099,Yepes,1977,42,6,Amitriptyline v Placebo,Antidepressant,Current + acute,High,Short-Term Memory (STM): Matrix I,Positive,Attention,Paired,-0.532132648,0.361860388,5
508,Yepes 77_2099,Yepes,1977,42,7,Amitriptyline v Placebo,Antidepressant,Current + acute,High,STM: Matrix III,Positive,Attention,Paired,-0.125298647,0.355647555,5
509,Yepes 77_2099,Yepes,1977,42,8,Amitriptyline v Placebo,Antidepressant,Current + acute,High,STM: Matrix IX,Positive,Attention,Paired,-0.162615506,0.355899214,5
510,Shehab 16_154,Shehab,2016,43,1,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,DMS (Delayed Matching to Sample): % correct,Positive,Attention,Paired,-1.65E-02,0.293570084,3
511,Shehab 16_154,Shehab,2016,43,2,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,RVP (Rapid Visual Information Processing) - Total Hits,Positive,Executive Function,Paired,0.345405365,0.295814085,3
512,Shehab 16_154,Shehab,2016,43,3,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,RVP - Total False Alarms,Negative,Executive Function,Paired,5.07E-02,0.293613595,3
513,Shehab 16_154,Shehab,2016,43,4,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,RVP - A' (the signal detection measure of sensitivity to the target),Positive,Attention,Paired,0.280635166,0.295051573,3
514,Shehab 16_154,Shehab,2016,43,5,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,"RVP - B' (signal detection measure of the strength of visual trace
required to elicit a response)",Positive,Executive Function,Paired,5.76E-02,0.293627711,3
515,Shehab 16_154,Shehab,2016,43,6,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,SOC (Stockings of Cambridge): Mean moves - 2 moves,Negative,Executive Function,Paired,-9.35E-02,0.293730477,3
516,Shehab 16_154,Shehab,2016,43,7,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,SOC: Mean moves - 3 moves,Negative,Executive Function,Paired,0.399803468,0.296574433,3
517,Shehab 16_154,Shehab,2016,43,8,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,SOC: Mean moves - 4 moves,Negative,Executive Function,Paired,0.612227949,0.300574556,3
518,Shehab 16_154,Shehab,2016,43,9,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,SOC: Mean moves - 5 moves,Negative,Executive Function,Paired,0.222963032,0.294504201,3
519,Shehab 16_154,Shehab,2016,43,10,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,DMS (Delayed Matching to Sample): % correct,Positive,Attention,Paired,0.107954006,0.337169824,3
520,Shehab 16_154,Shehab,2016,43,11,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,RVP (Rapid Visual Information Processing) - Total Hits,Positive,Executive Function,Paired,0.521334425,0.342343154,3
521,Shehab 16_154,Shehab,2016,43,12,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,RVP - Total False Alarms,Negative,Executive Function,Paired,0.261978828,0.338309731,3
522,Shehab 16_154,Shehab,2016,43,13,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,RVP - A' (the signal detection measure of sensitivity to the target),Positive,Attention,Paired,0.517040824,0.342255148,3
523,Shehab 16_154,Shehab,2016,43,14,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,"RVP - B' (signal detection measure of the strength of visual trace
required to elicit a response)",Positive,Executive Function,Paired,0.312771982,0.338892284,3
524,Shehab 16_154,Shehab,2016,43,15,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,SOC (Stockings of Cambridge): Mean moves - 2 moves,Negative,Executive Function,Paired,-2.90E-02,0.336953039,3
525,Shehab 16_154,Shehab,2016,43,16,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,SOC: Mean moves - 3 moves,Negative,Executive Function,Paired,0.402888404,0.340175695,3
526,Shehab 16_154,Shehab,2016,43,17,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,SOC: Mean moves - 4 moves,Negative,Executive Function,Paired,0.631885676,0.344850216,3
527,Shehab 16_154,Shehab,2016,43,18,Fluoxetine v Baseline,Antidepressant,Current + long-term,Low,SOC: Mean moves - 5 moves,Negative,Executive Function,Paired,2.68E-02,0.336950619,3
528,Schlieper 91_239,Schlieper,1991,44,1,Theophylline v Placebo,Respiratory,Current + acute,Low,Visual-Aural Digit Span,Positive,Attention,Paired,-0.170553035,0.251279179,6
529,Schlieper 91_239,Schlieper,1991,44,2,Theophylline v Placebo,Respiratory,Current + acute,Low,Visual Retention Test (Benton),Positive,Memory,Paired,4.34E-02,0.250842197,6
530,Schlieper 91_239,Schlieper,1991,44,3,Theophylline v Placebo,Respiratory,Current + acute,Low,Visual Retention Errors (Benton),Negative,Memory,Paired,-2.43E-02,0.250821472,6
531,Schlieper 91_239,Schlieper,1991,44,4,Theophylline v Placebo,Respiratory,Current + acute,Low,Porteus Mazes Test,Positive,Executive Function,Paired,-0.128313323,0.25107652,6
532,Schlieper 91_239,Schlieper,1991,44,5,Theophylline v Placebo,Respiratory,Current + acute,Low,Porteus Mazes Errors,Negative,Executive Function,Paired,-6.97E-02,0.250890046,6
533,Schlieper 91_239,Schlieper,1991,44,6,Theophylline v Placebo,Respiratory,Current + acute,Low,Coding,Positive,Attention,Paired,-4.40E-02,0.250843121,6
534,Operto 19_44,Operto,2019,45,1,Oxcarbazepine v Baseline,Antiepileptic,Current + long-term,Low,EpiTrack Junior (executive function),Positive,Not Subdomain,Paired,0.149705198,0.215963634,2
535,Operto 19_44,Operto,2019,45,2,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,EpiTrack Junior (executive function),Positive,Not Subdomain,Paired,-0.463753898,0.221792111,2
536,Yuan 18_26,Yuan,2018,46,1,Lithium v Placebo,Antipsychotic,Current + long-term,Low,IQ (WISC-IV-CR or WPPSI-IV-CR),Positive,Intelligence,Independent,2.66E-02,0.178506921,8
